,mcp,cr_raise,cr_lower,reg_raise,reg_lower,rocof,operational_demand_mw,unscheduled_demand_mw,operational_withdrawal_mw,dpv_mw,rtp,stem_price,stem_qty_mwh,stem_bid_mwh,stem_offer_mwh,sent_out_mwh,sent_out_mw,dpv_mw_30min,scada_mwh,scada_mw,scheduled_energy_mw,residual_demand_mw,mcp_lag1,mcp_lag6,mcp_lag12,hour,minute,dow,month,year,is_weekend
rtp,0.9081336746680455,0.10314225128150724,-0.6831530093097232,0.1375386969466231,-0.6652373274610914,-0.022158095782851463,0.6328980984589881,0.6081376814383256,0.12319588602966021,-0.2010724390841822,1.0,0.7369873372693054,0.22695434346096496,0.658554736659278,0.09833456934934952,0.6621999634836928,0.6621999634836928,-0.30793314605124816,0.6045099228158474,0.6045099253786919,0.6078162125418649,0.5402563855202485,0.8911181630645417,0.8220169065828926,0.7445553010085695,0.2308320118829494,0.0014756335455639955,-0.045500284447952385,-0.03805115197129942,0.23172497526897087,-0.0557918379689109
stem_price,0.7230046899288294,-0.04855106193272053,-0.5645800838218294,-0.018925165905943904,-0.5424463462915516,-0.02052686350290642,0.6752568716122112,0.6563312742173429,0.18677798597928866,-0.26816482292803717,0.7369873372693054,1.0,0.305132545345237,0.7538567292511961,0.09370485859025476,0.6977396363525342,0.6977396363525342,-0.39932951124178795,0.6533394238769337,0.6533394253005714,0.6573120379265605,0.6173775840191645,0.7202966508492014,0.7007479198144889,0.6611397011410064,0.3127997818062281,0.00035224038289434966,-0.07347987989297028,-0.041710809260528794,0.20776499863790457,-0.08780681217883365
stem_qty_mwh,0.2223120388091988,-0.1387182337063064,-0.2643406088407375,-0.11267135167215314,-0.36676022370800077,0.0005623884188061953,0.2999771330874067,0.22245452536570648,-0.18841462455330188,-0.06881469815252912,0.22695434346096496,0.305132545345237,1.0,0.44103906871938897,0.4584677228562064,0.29657772429787754,0.29657772429787754,0.002418945721831169,0.22189049969346775,0.22189050206672206,0.22380186827646448,0.20938425719466983,0.22166216007362785,0.2173208759930985,0.20839355729935816,0.053109742516533685,0.00013095656970490914,-0.03454241360582806,-0.12450838988048915,0.4761000206228852,-0.04857355781712771
stem_bid_mwh,0.6492128371411697,-0.12101411852417471,-0.6034847563043839,-0.007527541206765035,-0.6661289056097743,-0.025475674627839996,0.8439036284631978,0.7978720725911753,0.09390154302276285,-0.26981821019177116,0.658554736659278,0.7538567292511961,0.44103906871938897,1.0,0.4902273125549748,0.8596514247084118,0.8596514247084118,-0.33287526030438214,0.795988618267931,0.7959886215680992,0.7989412440387734,0.7419993939722482,0.648117700007807,0.636459423926787,0.6048595658852267,0.3253241924918152,1.790162202962376e-05,-0.08927124254834375,-0.23744022421620734,0.4923886502727128,-0.11480430227456023
stem_offer_mwh,0.09616280167211454,-0.1960248451503699,-0.23482618913236963,-0.15131077126493506,-0.362280701250737,-0.01595605475832828,0.3771135144295673,0.30014470658186393,-0.19793260073313385,-0.1502931199892923,0.09833456934934952,0.09370485859025476,0.4584677228562064,0.4902273125549748,1.0,0.37203282390758324,0.37203282390758324,-0.031598061459123465,0.2999564302182644,0.29995643249412934,0.300647705630596,0.297998562108394,0.09647734385503384,0.09720217490639989,0.09613696219923294,0.008516929703104451,-2.0322150936238107e-05,0.019581123567357094,-0.37323726646620836,0.588481042482505,0.010462897852624055
sent_out_mwh,0.6515635379655259,0.007657748837381876,-0.5476138787447472,0.07974941530447456,-0.5240751952034771,-0.021332545568251603,0.9818951731073609,0.9558981269894138,0.24399695169819607,-0.265152993876755,0.6621999634836928,0.6977396363525342,0.29657772429787754,0.8596514247084118,0.37203282390758324,1.0,1.0,-0.3987044499593017,0.953385547068333,0.9533855480035467,0.9544616116553457,0.8185901385056588,0.6496756106129835,0.6328043512786452,0.5932442893352305,0.38229415087207413,0.0011471578275011976,-0.09304693797443889,-0.1934042426051089,0.19189315288266398,-0.13184336555949913
sent_out_mw,0.6515635379655259,0.007657748837381876,-0.5476138787447472,0.07974941530447456,-0.5240751952034771,-0.021332545568251603,0.9818951731073609,0.9558981269894138,0.24399695169819607,-0.265152993876755,0.6621999634836928,0.6977396363525342,0.29657772429787754,0.8596514247084118,0.37203282390758324,1.0,1.0,-0.3987044499593017,0.953385547068333,0.9533855480035467,0.9544616116553457,0.8185901385056588,0.6496756106129835,0.6328043512786452,0.5932442893352305,0.38229415087207413,0.0011471578275011976,-0.09304693797443889,-0.1934042426051089,0.19189315288266398,-0.13184336555949913
dpv_mw_30min,-0.31637225368857785,-0.02198889869820568,0.2783373650824226,0.03544435346102699,0.22151235384958579,0.023156833415343452,-0.41498819555604494,-0.4778155535549865,-0.4018753766587645,0.8518986710120999,-0.30793314605124816,-0.39932951124178795,0.002418945721831169,-0.33287526030438214,-0.031598061459123465,-0.3987044499593017,-0.3987044499593017,1.0,-0.4788376954258978,-0.4788376976291271,-0.4745087443707502,-0.7155836939439284,-0.3189378893825842,-0.3280347861757533,-0.32965240662648015,0.002758555778752811,-0.0007621375326632078,-0.00482470924238803,0.00020420933104366374,0.1481622323739978,-0.006617214217308874
scada_mwh,0.6192154253910649,0.03128705276052384,-0.5328372195509661,0.09972503368121972,-0.47265620226574145,-0.020021447614416567,0.9641054432824253,0.9996123797096165,0.39389921145266776,-0.3504253712762645,0.6045099228158474,0.6533394238769337,0.22189049969346775,0.795988618267931,0.2999564302182644,0.953385547068333,0.953385547068333,-0.4788376954258978,1.0,0.9999999999992144,0.9983804773632642,0.8724362967858245,0.6215814963621694,0.6218608065162354,0.6017549505181499,0.3950451603781024,-0.003207674632851856,-0.08607982885253916,-0.16793324986547756,0.09069563905736876,-0.11930255979934362
scada_mw,0.6192154268249033,0.03128705414393215,-0.532837219920912,0.09972503431663131,-0.47265620464170094,-0.020021445596411582,0.9641054434935546,0.9996123797682562,0.39389921270176786,-0.35042537204816593,0.6045099253786919,0.6533394253005714,0.22189050206672206,0.7959886215680992,0.29995643249412934,0.9533855480035467,0.9533855480035467,-0.4788376976291271,0.9999999999992144,1.0,0.9983804773801466,0.8724362974682849,0.621581498244882,0.6218608070077827,0.6017549506951679,0.39504516361417175,-0.0032076722386106048,-0.08607982901580158,-0.16793325039639997,0.09069564047140545,-0.11930255775287131
scheduled_energy_mw,0.6258908547963972,0.03198442940945631,-0.5365974415496823,0.10115090985540968,-0.47775864609461266,-0.019915870661675605,0.9638922142059085,0.9979828382374735,0.3873052707652592,-0.34676058187407316,0.6078162125418649,0.6573120379265605,0.22380186827646448,0.7989412440387734,0.300647705630596,0.9544616116553457,0.9544616116553457,-0.4745087443707502,0.9983804773632642,0.9983804773801466,1.0,0.8700900465577099,0.6274855684242123,0.6251844802367714,0.6035714562123723,0.3943566122105357,-0.0022126858102758085,-0.0863719430994823,-0.16683574177777966,0.09419788762352721,-0.11939844286431145
residual_demand_mw,0.5695008303721784,-0.029954402433839594,-0.4901348334491594,0.03249575487854991,-0.4808336566221201,-0.023704321459933283,0.8500979007757017,0.8709183430521099,0.3419649143812264,-0.6317197974434091,0.5402563855202485,0.6173775840191645,0.20938425719466983,0.7419993939722482,0.297998562108394,0.8185901385056588,0.8185901385056588,-0.7155836939439284,0.8724362967858245,0.8724362974682849,0.8700900465577099,1.0,0.5738722843092382,0.5852888585779078,0.5781363580734225,0.2674964535590946,-0.00199349227036266,-0.05282354068792833,-0.11491523284614602,0.13120883943766645,-0.07337120091695082
mcp_lag1,0.9565106420641694,0.11955941838524495,-0.7144335990436211,0.15167372250104885,-0.6899608985226757,-0.02340857628965242,0.6514211442937154,0.6222848825150133,0.10919531568135152,-0.22429883611561408,0.8911181630645417,0.7202966508492014,0.22166216007362785,0.648117700007807,0.09647734385503384,0.6496756106129835,0.6496756106129835,-0.3189378893825842,0.6215814963621694,0.621581498244882,0.6274855684242123,0.5738722843092382,1.0,0.8862869448263605,0.8076280749123439,0.23618676331946928,-0.0019035901486659172,-0.04520308684872061,-0.037735523111735045,0.22885343817299794,-0.05482689295224501
mcp_lag6,0.8726682161905294,0.07167514788997571,-0.6754360629748504,0.09975866600384467,-0.6530633936974877,-0.024444464656530357,0.6491141651703908,0.6209367524397797,0.10613733846526273,-0.24351341690361863,0.8220169065828926,0.7007479198144889,0.2173208759930985,0.636459423926787,0.09720217490639989,0.6328043512786452,0.6328043512786452,-0.3280347861757533,0.6218608065162354,0.6218608070077827,0.6251844802367714,0.5852888585779078,0.8862869448263605,1.0,0.8726633892900871,0.24062558456026278,0.0015987157479568303,-0.04545740117796772,-0.03768937140844145,0.22881651107842468,-0.05472454331435853
mcp_lag12,0.7949735506404745,0.028463378178094405,-0.6378011906203878,0.05579419618998757,-0.6186670778814655,-0.023253692927404822,0.6246041218626674,0.5990662743622193,0.10223274037718999,-0.2624599927997179,0.7445553010085695,0.6611397011410064,0.20839355729935816,0.6048595658852267,0.09613696219923294,0.5932442893352305,0.5932442893352305,-0.32965240662648015,0.6017549505181499,0.6017549506951679,0.6035714562123723,0.5781363580734225,0.8076280749123439,0.8726633892900871,1.0,0.241194334103593,-0.0017223483067449687,-0.04547374035741646,-0.03762648227817561,0.22877472991441164,-0.054259471908825324
hour,0.23504036166970635,0.05116504186771748,-0.17972947252659255,0.05986673905100565,-0.14060353691376332,-0.0020392470435676817,0.38493042169896957,0.3951781091936052,0.1814170377784684,0.16246627111059828,0.2308320118829494,0.3127997818062281,0.053109742516533685,0.3253241924918152,0.008516929703104451,0.38229415087207413,0.38229415087207413,0.002758555778752811,0.3950451603781024,0.39504516361417175,0.3943566122105357,0.2674964535590946,0.23618676331946928,0.24062558456026278,0.241194334103593,1.0,2.417083169986996e-06,0.0009123370730303497,0.00017622334057489734,-0.0011284833173000385,0.0008147593018998151
minute,-0.001735228315709326,-0.003119210914739275,0.0008757097805440596,-0.0014006979386099708,0.0007270730283425499,-0.00020440481298768018,-0.003193215517432461,-0.003404697814858877,-0.0015589894589537585,-0.00026438542703416314,0.0014756335455639955,0.00035224038289434966,0.00013095656970490914,1.790162202962376e-05,-2.0322150936238107e-05,0.0011471578275011976,0.0011471578275011976,-0.0007621375326632078,-0.003207674632851856,-0.0032076722386106048,-0.0022126858102758085,-0.00199349227036266,-0.0019035901486659172,0.0015987157479568303,-0.0017223483067449687,2.417083169986996e-06,1.0,-3.5815922019080266e-06,-1.3609148124646036e-05,2.5068763151078895e-05,6.04880987112898e-07
dow,-0.045162808079006966,-0.02146100114204753,0.03791569553397408,-0.009918696384086698,0.028850230026710694,-0.008970588910030946,-0.09429359141794466,-0.08583222766800397,-0.005278168978528633,-0.004083987462621302,-0.045500284447952385,-0.07347987989297028,-0.03454241360582806,-0.08927124254834375,0.019581123567357094,-0.09304693797443889,-0.09304693797443889,-0.00482470924238803,-0.08607982885253916,-0.08607982901580158,-0.0863719430994823,-0.05282354068792833,-0.04520308684872061,-0.04545740117796772,-0.04547374035741646,0.0009123370730303497,-3.5815922019080266e-06,1.0,0.0004859930761970915,0.0018756513558972777,0.7906540932087198
month,-0.03774596421076177,-0.00575775580499348,0.08686076021123842,-0.05072975979142892,0.03279739451335967,0.02284332298566941,-0.18800447419642444,-0.16775686498427572,0.032749386799639235,0.006816859469860559,-0.03805115197129942,-0.041710809260528794,-0.12450838988048915,-0.23744022421620734,-0.37323726646620836,-0.1934042426051089,-0.1934042426051089,0.00020420933104366374,-0.16793324986547756,-0.16793325039639997,-0.16683574177777966,-0.11491523284614602,-0.037735523111735045,-0.03768937140844145,-0.03762648227817561,0.00017622334057489734,-1.3609148124646036e-05,0.0004859930761970915,1.0,-0.3741297642779732,0.00507644124300237
year,0.2288617313819025,-0.23314822891409717,-0.3519942660583416,-0.12949169467164645,-0.5760720150442064,-0.030952308837480676,0.2092395543027904,0.09047429120268434,-0.47521533667128685,-0.033598463439964504,0.23172497526897087,0.20776499863790457,0.4761000206228852,0.4923886502727128,0.588481042482505,0.19189315288266398,0.19189315288266398,0.1481622323739978,0.09069563905736876,0.09069564047140545,0.09419788762352721,0.13120883943766645,0.22885343817299794,0.22881651107842468,0.22877472991441164,-0.0011284833173000385,2.5068763151078895e-05,0.0018756513558972777,-0.3741297642779732,1.0,0.0005675248932968779
is_weekend,-0.05482104098775911,-0.016949057623861254,0.050204916228631644,-0.010078586194168253,0.03162899482996903,-0.0036316363493508214,-0.13097680181947982,-0.11882471222085525,-0.005654878796256228,-0.004696710731916026,-0.0557918379689109,-0.08780681217883365,-0.04857355781712771,-0.11480430227456023,0.010462897852624055,-0.13184336555949913,-0.13184336555949913,-0.006617214217308874,-0.11930255979934362,-0.11930255775287131,-0.11939844286431145,-0.07337120091695082,-0.05482689295224501,-0.05472454331435853,-0.054259471908825324,0.0008147593018998151,6.04880987112898e-07,0.7906540932087198,0.00507644124300237,0.0005675248932968779,1.0
