interval_end,mcp,cr_raise,cr_lower,reg_raise,reg_lower,rocof,operational_demand_mw,unscheduled_demand_mw,operational_withdrawal_mw,dpv_mw,trading_interval_end,rtp,stem_price,stem_qty_mwh,stem_bid_mwh,stem_offer_mwh,sent_out_mwh,sent_out_mw,dpv_mw_30min,scada_mwh,scada_mw,scheduled_energy_mw,residual_demand_mw,mcp_lag1,mcp_lag6,mcp_lag12,hour,minute,dow,month,year,is_weekend
2023-10-01 20:30:00,98.47,25.5,10.02,0.0,11.16,0.0,2153.91,2150.89,-3.02,1.19,2023-10-01 20:30:00,93.51,65.69,72.005,917.672,2392.201,1070.81298198,2141.62596396,0.0,179.696,2156.352,2131.98,2152.72,97.64,99.96,101.69,20,30,6,10,2023,True
2023-10-01 20:35:00,97.64,0.23,10.02,0.0,11.16,0.0,2136.79,2134.76,-2.03,1.02,2023-10-01 21:00:00,81.83,72.81,59.769,874.281,2389.678,1034.52096198,2069.04192396,0.0,178.643,2143.716,2127.54,2135.77,98.47,98.47,99.96,20,35,6,10,2023,True
2023-10-01 20:40:00,97.64,24.66,10.02,0.0,11.16,0.0,2128.56,2126.08,-2.48,1.19,2023-10-01 21:00:00,81.83,72.81,59.769,874.281,2389.678,1034.52096198,2069.04192396,0.0,177.338,2128.056,2117.1,2127.37,97.64,97.64,101.69,20,40,6,10,2023,True
2023-10-01 20:45:00,97.64,24.46,10.02,0.0,11.16,0.0,2123.58,2121.4,-2.18,1.67,2023-10-01 21:00:00,81.83,72.81,59.769,874.281,2389.678,1034.52096198,2069.04192396,0.0,176.781,2121.3720000000003,2099.84,2121.91,97.64,98.47,98.59,20,45,6,10,2023,True
2023-10-01 20:50:00,96.41,23.15,10.02,0.0,11.16,0.0,2108.97,2106.79,-2.18,1.52,2023-10-01 21:00:00,81.83,72.81,59.769,874.281,2389.678,1034.52096198,2069.04192396,0.0,175.789,2109.468,2085.75,2107.45,97.64,98.47,98.71,20,50,6,10,2023,True
2023-10-01 20:55:00,73.27,0.21,10.02,0.0,11.16,0.0,2099.04,2096.86,-2.18,1.08,2023-10-01 21:00:00,81.83,72.81,59.769,874.281,2389.678,1034.52096198,2069.04192396,0.0,175.243,2102.916,2081.37,2097.96,96.41,97.64,99.96,20,55,6,10,2023,True
2023-10-01 21:00:00,98.76,30.19,10.02,0.0,11.16,0.0,2097.2,2095.02,-2.18,1.31,2023-10-01 21:00:00,81.83,72.81,59.769,874.281,2389.678,1034.52096198,2069.04192396,0.0,174.702,2096.424,2084.55,2095.89,73.27,98.47,99.96,21,0,6,10,2023,True
2023-10-01 21:05:00,73.48,0.2,10.02,0.0,11.16,0.0,2087.04,2085.11,-1.93,1.65,2023-10-01 21:30:00,99.01,68.43,66.149,835.145,2363.091,982.1593222,1964.3186444,0.0,173.725,2084.7,2081.59,2085.39,98.76,97.64,98.47,21,5,6,10,2023,True
2023-10-01 21:10:00,73.49,0.22,10.02,0.0,11.16,0.0,2053.25,2051.07,-2.18,1.13,2023-10-01 21:30:00,99.01,68.43,66.149,835.145,2363.091,982.1593222,1964.3186444,0.0,171.692,2060.304,2062.2599999999998,2052.12,73.48,97.64,97.64,21,10,6,10,2023,True
2023-10-01 21:15:00,73.5,0.23,10.02,0.0,11.16,0.0,2039.62,2037.44,-2.18,1.13,2023-10-01 21:30:00,99.01,68.43,66.149,835.145,2363.091,982.1593222,1964.3186444,0.0,170.581,2046.9719999999998,2039.27,2038.4899999999998,73.49,97.64,98.47,21,15,6,10,2023,True
2023-10-01 21:20:00,73.28,130.05,10.02,0.0,11.16,0.0,2027.76,2025.83,-1.93,1.18,2023-10-01 21:30:00,99.01,68.43,66.149,835.145,2363.091,982.1593222,1964.3186444,0.0,169.326,2031.9119999999998,2020.46,2026.58,73.5,96.41,98.47,21,20,6,10,2023,True
2023-10-01 21:25:00,98.47,180.43,10.02,0.0,11.16,0.0,2021.3,2019.37,-1.93,1.14,2023-10-01 21:30:00,99.01,68.43,66.149,835.145,2363.091,982.1593222,1964.3186444,0.0,168.7,2024.3999999999999,2005.3,2020.1599999999999,73.28,73.27,97.64,21,25,6,10,2023,True
2023-10-01 21:30:00,99.96,183.41,10.02,0.0,11.16,0.0,1984.13,1982.01,-2.12,1.22,2023-10-01 21:30:00,99.01,68.43,66.149,835.145,2363.091,982.1593222,1964.3186444,0.0,166.039,1992.4679999999998,1991.24,1982.91,98.47,98.76,98.47,21,30,6,10,2023,True
2023-10-01 21:35:00,99.96,26.92,10.02,0.0,11.16,0.0,1969.61,1966.85,-2.76,1.27,2023-10-01 22:00:00,81.34,65.27,76.88,802.445,2338.088,937.01080479,1874.02160958,0.0,164.694,1976.328,1961.94,1968.34,99.96,73.48,97.64,21,35,6,10,2023,True
2023-10-01 21:40:00,98.71,25.66,10.02,0.0,11.16,0.0,1940.41,1936.69,-3.72,1.43,2023-10-01 22:00:00,81.34,65.27,76.88,802.445,2338.088,937.01080479,1874.02160958,0.0,162.75,1953.0,1950.45,1938.98,99.96,73.49,97.64,21,40,6,10,2023,True
2023-10-01 21:45:00,98.47,184.12,10.02,0.0,11.16,0.0,1935.35,1931.63,-3.72,1.56,2023-10-01 22:00:00,81.34,65.27,76.88,802.445,2338.088,937.01080479,1874.02160958,0.0,161.543,1938.516,1915.89,1933.79,98.71,73.5,97.64,21,45,6,10,2023,True
2023-10-01 21:50:00,98.47,184.12,10.02,0.0,11.16,0.0,1926.06,1922.34,-3.72,1.25,2023-10-01 22:00:00,81.34,65.27,76.88,802.445,2338.088,937.01080479,1874.02160958,0.0,160.276,1923.3120000000001,1907.79,1924.81,98.47,73.28,96.41,21,50,6,10,2023,True
2023-10-01 21:55:00,98.47,184.12,10.02,0.0,11.16,0.0,1905.19,1901.13,-4.06,1.08,2023-10-01 22:00:00,81.34,65.27,76.88,802.445,2338.088,937.01080479,1874.02160958,0.0,159.596,1915.152,1897.33,1904.1100000000001,98.47,98.47,73.27,21,55,6,10,2023,True
2023-10-01 22:00:00,98.47,184.12,10.02,0.0,11.16,0.0,1882.32,1878.85,-3.47,0.98,2023-10-01 22:00:00,81.34,65.27,76.88,802.445,2338.088,937.01080479,1874.02160958,0.0,157.24,1886.88,1892.1100000000001,1881.34,98.47,99.96,98.76,22,0,6,10,2023,True
2023-10-01 22:05:00,96.41,180.0,10.02,0.0,11.16,0.0,1872.05,1868.33,-3.72,0.98,2023-10-01 22:30:00,71.92,65.27,116.736,763.546,2338.865,901.58905971,1803.17811942,0.0,156.255,1875.06,1862.72,1871.07,98.47,99.96,73.48,22,5,6,10,2023,True
2023-10-01 22:10:00,73.28,133.74,10.02,0.0,11.16,0.0,1866.47,1862.51,-3.96,0.98,2023-10-01 22:30:00,71.92,65.27,116.736,763.546,2338.865,901.58905971,1803.17811942,0.0,155.546,1866.552,1857.3,1865.49,96.41,98.71,73.49,22,10,6,10,2023,True
2023-10-01 22:15:00,73.28,133.74,10.02,0.0,11.16,0.0,1857.97,1854.5,-3.47,0.85,2023-10-01 22:30:00,71.92,65.27,116.736,763.546,2338.865,901.58905971,1803.17811942,0.0,154.511,1854.132,1855.96,1857.1200000000001,73.28,98.47,73.5,22,15,6,10,2023,True
2023-10-01 22:20:00,73.27,133.72,10.02,0.0,11.16,0.0,1836.08,1832.61,-3.47,0.43,2023-10-01 22:30:00,71.92,65.27,116.736,763.546,2338.865,901.58905971,1803.17811942,0.0,153.29,1839.48,1832.07,1835.6499999999999,73.28,98.47,73.28,22,20,6,10,2023,True
2023-10-01 22:25:00,73.32,133.82,10.02,0.0,11.16,0.0,1841.0,1837.04,-3.96,0.48,2023-10-01 22:30:00,71.92,65.27,116.736,763.546,2338.865,901.58905971,1803.17811942,0.0,152.665,1831.98,1819.3899999999999,1840.52,73.27,98.47,98.47,22,25,6,10,2023,True
2023-10-01 22:30:00,73.32,125.38,10.02,0.0,11.16,0.0,1801.11,1797.39,-3.72,0.97,2023-10-01 22:30:00,71.92,65.27,116.736,763.546,2338.865,901.58905971,1803.17811942,0.0,151.052,1812.6239999999998,1809.65,1800.1399999999999,73.32,98.47,99.96,22,30,6,10,2023,True
2023-10-01 22:35:00,73.31,146.61,10.02,0.0,11.16,0.0,1789.09,1785.37,-3.72,0.41,2023-10-01 23:00:00,30.43,68.43,61.499,729.449,2339.632,878.14186117,1756.28372234,0.0,149.145,1789.7400000000002,1800.91,1788.6799999999998,73.32,96.41,99.96,22,35,6,10,2023,True
2023-10-01 22:40:00,71.4,142.79,10.02,0.0,11.16,0.0,1793.57,1789.85,-3.72,0.6,2023-10-01 23:00:00,30.43,68.43,61.499,729.449,2339.632,878.14186117,1756.28372234,0.0,148.327,1779.924,1769.76,1792.97,73.31,73.28,98.71,22,40,6,10,2023,True
2023-10-01 22:45:00,71.4,123.46,10.02,0.0,11.16,0.0,1790.63,1786.91,-3.72,0.48,2023-10-01 23:00:00,30.43,68.43,61.499,729.449,2339.632,878.14186117,1756.28372234,0.0,149.086,1789.0320000000002,1760.81,1790.15,71.4,73.28,98.47,22,45,6,10,2023,True
2023-10-01 22:50:00,71.06,123.12,10.02,0.0,11.16,0.0,1789.36,1785.29,-4.07,0.37,2023-10-01 23:00:00,30.43,68.43,61.499,729.449,2339.632,878.14186117,1756.28372234,0.0,148.505,1782.06,1755.12,1788.99,71.4,73.27,98.47,22,50,6,10,2023,True
2023-10-01 22:55:00,71.06,123.12,10.02,0.0,11.16,0.0,1770.43,1765.95,-4.48,1.0,2023-10-01 23:00:00,30.43,68.43,61.499,729.449,2339.632,878.14186117,1756.28372234,0.0,147.619,1771.4279999999999,1754.62,1769.43,71.06,73.32,98.47,22,55,6,10,2023,True
2023-10-01 23:00:00,71.4,123.46,10.92,0.0,20.03,0.0,1764.4,1760.17,-4.23,0.62,2023-10-01 23:00:00,30.43,68.43,61.499,729.449,2339.632,878.14186117,1756.28372234,0.0,146.895,1762.7400000000002,1753.3,1763.7800000000002,71.06,73.32,98.47,23,0,6,10,2023,True
2023-10-01 23:05:00,71.06,123.12,11.26,0.0,20.37,0.0,1748.86,1743.78,-5.08,0.62,2023-10-01 23:30:00,71.23,65.27,82.386,703.201,2341.75,856.30925098,1712.61850196,0.0,146.201,1754.4119999999998,1743.19,1748.24,71.4,73.31,96.41,23,5,6,10,2023,True
2023-10-01 23:10:00,71.06,123.12,11.26,0.0,20.37,0.0,1735.83,1731.5,-4.33,1.02,2023-10-01 23:30:00,71.23,65.27,82.386,703.201,2341.75,856.30925098,1712.61850196,0.0,145.139,1741.6680000000001,1729.24,1734.81,71.06,71.4,73.28,23,10,6,10,2023,True
2023-10-01 23:15:00,-10.32,41.74,92.64,0.0,101.75,0.0,1734.42,1730.19,-4.23,0.38,2023-10-01 23:30:00,71.23,65.27,82.386,703.201,2341.75,856.30925098,1712.61850196,0.0,144.718,1736.616,1714.7,1734.04,71.06,71.4,73.28,23,15,6,10,2023,True
2023-10-01 23:20:00,-10.32,41.74,92.64,0.0,101.75,0.0,1723.97,1719.74,-4.23,0.62,2023-10-01 23:30:00,71.23,65.27,82.386,703.201,2341.75,856.30925098,1712.61850196,0.0,143.717,1724.6040000000003,1707.59,1723.3500000000001,-10.32,71.06,73.27,23,20,6,10,2023,True
2023-10-01 23:25:00,-10.32,41.74,92.64,0.0,101.75,0.0,1722.37,1717.65,-4.72,0.76,2023-10-01 23:30:00,71.23,65.27,82.386,703.201,2341.75,856.30925098,1712.61850196,0.0,143.162,1717.944,1720.0,1721.61,-10.32,71.06,73.32,23,25,6,10,2023,True
2023-10-01 23:30:00,71.06,123.12,11.26,0.0,20.37,0.0,1715.84,1711.85,-3.99,0.58,2023-10-01 23:30:00,71.23,65.27,82.386,703.201,2341.75,856.30925098,1712.61850196,0.0,142.335,1708.02,1712.85,1715.26,-10.32,71.4,73.32,23,30,6,10,2023,True
2023-10-01 23:35:00,71.06,123.12,48.26,0.0,20.37,0.0,1709.19,1704.96,-4.23,0.9,2023-10-02 00:00:00,71.29,65.27,99.883,685.431,2343.247,839.65763855,1679.3152771,0.0,142.296,1707.552,1707.37,1708.29,71.06,71.06,73.31,23,35,6,10,2023,True
2023-10-01 23:40:00,71.06,123.12,48.26,0.0,20.37,0.0,1704.12,1699.89,-4.23,0.58,2023-10-02 00:00:00,71.29,65.27,99.883,685.431,2343.247,839.65763855,1679.3152771,0.0,141.682,1700.1839999999997,1697.69,1703.54,71.06,71.06,71.4,23,40,6,10,2023,True
2023-10-01 23:45:00,71.4,123.46,47.93,0.0,11.16,0.0,1690.35,1685.87,-4.48,0.42,2023-10-02 00:00:00,71.29,65.27,99.883,685.431,2343.247,839.65763855,1679.3152771,0.0,141.374,1696.4879999999998,1695.41,1689.9299999999998,71.06,-10.32,71.4,23,45,6,10,2023,True
2023-10-01 23:50:00,71.4,123.46,47.93,0.0,11.16,0.0,1696.71,1692.59,-4.12,0.77,2023-10-02 00:00:00,71.29,65.27,99.883,685.431,2343.247,839.65763855,1679.3152771,0.0,140.78199999999998,1689.3839999999998,1687.69,1695.94,71.4,-10.32,71.06,23,50,6,10,2023,True
2023-10-01 23:55:00,71.4,123.46,48.42,0.5,11.16,0.0,1684.62,1680.99,-3.63,0.71,2023-10-02 00:00:00,71.29,65.27,99.883,685.431,2343.247,839.65763855,1679.3152771,0.0,140.415,1684.98,1674.88,1683.9099999999999,71.4,-10.32,71.06,23,55,6,10,2023,True
2023-10-02 00:00:00,71.4,123.46,48.42,0.5,11.16,0.0,1694.19,1689.58,-4.61,0.36,2023-10-02 00:00:00,71.29,65.27,99.883,685.431,2343.247,839.65763855,1679.3152771,0.0,140.478,1685.736,1664.46,1693.8300000000002,71.4,71.06,71.4,0,0,0,10,2023,False
2023-10-02 00:05:00,71.4,123.46,48.42,0.5,11.16,0.0,1675.91,1671.3,-4.61,0.49,2023-10-02 00:30:00,55.12,65.27,111.342,672.023,2346.396,827.97215087,1655.94430174,0.0,140.028,1680.3359999999998,1662.01,1675.42,71.4,71.06,71.06,0,5,0,10,2023,False
2023-10-02 00:10:00,71.06,123.12,48.75,0.5,49.7,0.0,1667.88,1662.43,-5.45,0.89,2023-10-02 00:30:00,55.12,65.27,111.342,672.023,2346.396,827.97215087,1655.94430174,0.0,139.06,1668.72,1678.73,1666.99,71.4,71.06,71.06,0,10,0,10,2023,False
2023-10-02 00:15:00,71.06,123.12,48.75,0.5,49.7,0.0,1675.76,1670.35,-5.41,0.52,2023-10-02 00:30:00,55.12,65.27,111.342,672.023,2346.396,827.97215087,1655.94430174,0.0,138.778,1665.3359999999998,1670.59,1675.24,71.06,71.4,-10.32,0,15,0,10,2023,False
2023-10-02 00:20:00,71.4,123.46,48.42,0.5,11.16,0.0,1654.99,1649.54,-5.45,0.41,2023-10-02 00:30:00,55.12,65.27,111.342,672.023,2346.396,827.97215087,1655.94430174,0.0,138.353,1660.236,1658.34,1654.58,71.06,71.4,-10.32,0,20,0,10,2023,False
2023-10-02 00:25:00,71.4,123.46,48.42,0.5,11.16,0.0,1662.25,1657.04,-5.21,0.82,2023-10-02 00:30:00,55.12,65.27,111.342,672.023,2346.396,827.97215087,1655.94430174,0.0,137.962,1655.5439999999999,1654.07,1661.43,71.4,71.4,-10.32,0,25,0,10,2023,False
2023-10-02 00:30:00,71.06,123.12,48.75,0.5,11.16,0.0,1654.1,1648.65,-5.45,0.5,2023-10-02 00:30:00,55.12,65.27,111.342,672.023,2346.396,827.97215087,1655.94430174,0.0,137.22199999999998,1646.6639999999998,1635.1100000000001,1653.6,71.4,71.4,71.06,0,30,0,10,2023,False
2023-10-02 00:35:00,71.06,123.12,10.02,0.0,11.16,0.0,1647.62,1642.17,-5.45,0.43,2023-10-02 01:00:00,3.24,65.27,103.073,662.503,2347.856,813.08992148,1626.17984296,0.0,137.348,1648.1760000000002,1638.78,1647.1899999999998,71.06,71.4,71.06,0,35,0,10,2023,False
